二月田,九州旅客鉄道,指宿枕崎線,0
水海道,関東鉄道,常総線,2939
新守谷,関東鉄道,常総線,2250
入地,関東鉄道,竜ヶ崎線,77
竜ヶ崎,関東鉄道,竜ヶ崎線,2410
佐貫,関東鉄道,竜ヶ崎線,2358
紀伊御坊,紀州鉄道,紀州鉄道線,91
御坊,紀州鉄道,紀州鉄道線,0
市役所前,紀州鉄道,紀州鉄道線,21
西御坊,紀州鉄道,紀州鉄道線,77
学門,紀州鉄道,紀州鉄道線,55
井の頭公園,京王電鉄,井の頭線,6806
吉祥寺,京王電鉄,井の頭線,144238
三鷹台,京王電鉄,井の頭線,22760
駒場東大前,京王電鉄,井の頭線,38767
神泉,京王電鉄,井の頭線,10444
明大前,京王電鉄,井の頭線,0
渋谷,京王電鉄,井の頭線,350831
永福町,京王電鉄,井の頭線,32299
東松原,京王電鉄,井の頭線,18783
浜田山,京王電鉄,井の頭線,29816
新代田,京王電鉄,井の頭線,9589
高井戸,京王電鉄,井の頭線,44131
久我山,京王電鉄,井の頭線,39341
富士見ヶ丘,京王電鉄,井の頭線,14008
下北沢,京王電鉄,井の頭線,114269
池ノ上,京王電鉄,井の頭線,10102
西永福,京王電鉄,井の頭線,18158
仙川,京王電鉄,京王線,77261
代田橋,京王電鉄,京王線,19974
笹塚,京王電鉄,京王線,79406
幡ヶ谷,京王電鉄,京王線,31946
桜上水,京王電鉄,京王線,38196
八幡山,京王電鉄,京王線,42108
芦花公園,京王電鉄,京王線,14433
新宿,京王電鉄,京王線,757823
下高井戸,京王電鉄,京王線,44407
上北沢,京王電鉄,京王線,14693
明大前,京王電鉄,京王線,104608
初台,京王電鉄,京王線,60281
千歳烏山,京王電鉄,京王線,78314
新宿,京王電鉄,京王線,0
調布,京王電鉄,京王線,117781
高幡不動,京王電鉄,京王線,59537
北野,京王電鉄,京王線,22357
飛田給,京王電鉄,京王線,24618
長沼,京王電鉄,京王線,4148
つつじヶ丘,京王電鉄,京王線,45540
柴崎,京王電鉄,京王線,17226
中河原,京王電鉄,京王線,25539
東府中,京王電鉄,京王線,20793
武蔵野台,京王電鉄,京王線,25201
百草園,京王電鉄,京王線,7919
布田,京王電鉄,京王線,16466
平山城址公園,京王電鉄,京王線,8847
多磨霊園,京王電鉄,京王線,12543
国領,京王電鉄,京王線,38666
京王八王子,京王電鉄,京王線,59083
分倍河原,京王電鉄,京王線,91900
西調布,京王電鉄,京王線,16764
南平,京王電鉄,京王線,10885
聖蹟桜ヶ丘,京王電鉄,京王線,65248
府中,京王電鉄,京王線,86949
東府中,京王電鉄,競馬場線,0
府中競馬正門前,京王電鉄,競馬場線,3190
高尾,京王電鉄,高尾線,27414
山田,京王電鉄,高尾線,5152
めじろ台,京王電鉄,高尾線,17830
京王片倉,京王電鉄,高尾線,4699
北野,京王電鉄,高尾線,0
高尾山口,京王電鉄,高尾線,11110
狭間,京王電鉄,高尾線,7567
京王よみうりランド,京王電鉄,相模原線,12968
橋本,京王電鉄,相模原線,94129
京王堀之内,京王電鉄,相模原線,32047
南大沢,京王電鉄,相模原線,62877
京王多摩センター,京王電鉄,相模原線,86217
多摩境,京王電鉄,相模原線,19730
若葉台,京王電鉄,相模原線,25920
京王永山,京王電鉄,相模原線,45883
稲城,京王電鉄,相模原線,20333
調布,京王電鉄,相模原線,0
京王稲田堤,京王電鉄,相模原線,52801
京王多摩川,京王電鉄,相模原線,17404
多摩動物公園,京王電鉄,動物園線,6584
高幡不動,京王電鉄,動物園線,0
宇治,京阪電気鉄道,宇治線,0
木幡,京阪電気鉄道,宇治線,0
桃山南口,京阪電気鉄道,宇治線,0
中書島,京阪電気鉄道,宇治線,0
六地蔵,京阪電気鉄道,宇治線,0
黄檗,京阪電気鉄道,宇治線,0
三室戸,京阪電気鉄道,宇治線,0
観月橋,京阪電気鉄道,宇治線,0
神宮丸太町,京阪電気鉄道,鴨東線,0
出町柳,京阪電気鉄道,鴨東線,0
三条,京阪電気鉄道,鴨東線,0
清水五条,京阪電気鉄道,京阪本線,0
祇園四条,京阪電気鉄道,京阪本線,0
東福寺,京阪電気鉄道,京阪本線,0
七条,京阪電気鉄道,京阪本線,0
三条,京阪電気鉄道,京阪本線,0
中書島,京阪電気鉄道,京阪本線,0
香里園,京阪電気鉄道,京阪本線,0
大和田,京阪電気鉄道,京阪本線,0
淀,京阪電気鉄道,京阪本線,0
守口市,京阪電気鉄道,京阪本線,0
樟葉,京阪電気鉄道,京阪本線,0
伏見桃山,京阪電気鉄道,京阪本線,0
御殿山,京阪電気鉄道,京阪本線,0
枚方公園,京阪電気鉄道,京阪本線,0
萱島,京阪電気鉄道,京阪本線,0
寝屋川市,京阪電気鉄道,京阪本線,0
中書島,京阪電気鉄道,京阪本線,0
西三荘,京阪電気鉄道,京阪本線,0
伏見稲荷,京阪電気鉄道,京阪本線,0
丹波橋,京阪電気鉄道,京阪本線,0
藤森,京阪電気鉄道,京阪本線,0
門真市,京阪電気鉄道,京阪本線,0
橋本,京阪電気鉄道,京阪本線,0
墨染,京阪電気鉄道,京阪本線,0
光善寺,京阪電気鉄道,京阪本線,0
八幡市,京阪電気鉄道,京阪本線,0
鳥羽街道,京阪電気鉄道,京阪本線,0
枚方市,京阪電気鉄道,京阪本線,0
深草,京阪電気鉄道,京阪本線,0
古川橋,京阪電気鉄道,京阪本線,0
牧野,京阪電気鉄道,京阪本線,0
土居,京阪電気鉄道,京阪本線,0
北浜,京阪電気鉄道,京阪本線,0
淀屋橋,京阪電気鉄道,京阪本線,0
天満橋,京阪電気鉄道,京阪本線,0
京橋,京阪電気鉄道,京阪本線,0
森小路,京阪電気鉄道,京阪本線,0
千林,京阪電気鉄道,京阪本線,0
関目,京阪電気鉄道,京阪本線,0
京橋,京阪電気鉄道,京阪本線,0
野江,京阪電気鉄道,京阪本線,0
滝井,京阪電気鉄道,京阪本線,0
上栄町,京阪電気鉄道,京津線,0
四宮,京阪電気鉄道,京津線,0
大谷,京阪電気鉄道,京津線,0
京阪山科,京阪電気鉄道,京津線,0
追分,京阪電気鉄道,京津線,0
浜大津,京阪電気鉄道,京津線,0
御陵,京阪電気鉄道,京津線,0
河内森,京阪電気鉄道,交野線,0
宮之阪,京阪電気鉄道,交野線,0
星ヶ丘,京阪電気鉄道,交野線,0
私市,京阪電気鉄道,交野線,0
交野市,京阪電気鉄道,交野線,0
村野,京阪電気鉄道,交野線,0
郡津,京阪電気鉄道,交野線,0
枚方市,京阪電気鉄道,交野線,0
男山山上,京阪電気鉄道,鋼索線,0
八幡市,京阪電気鉄道,鋼索線,0
南滋賀,京阪電気鉄道,石山坂本線,0
石場,京阪電気鉄道,石山坂本線,0
三井寺,京阪電気鉄道,石山坂本線,0
膳所本町,京阪電気鉄道,石山坂本線,0
錦,京阪電気鉄道,石山坂本線,0
京阪石山,京阪電気鉄道,石山坂本線,0
浜大津,京阪電気鉄道,石山坂本線,0
粟津,京阪電気鉄道,石山坂本線,0
皇子山,京阪電気鉄道,石山坂本線,0
滋賀里,京阪電気鉄道,石山坂本線,0
京阪膳所,京阪電気鉄道,石山坂本線,0
坂本,京阪電気鉄道,石山坂本線,0
松ノ馬場,京阪電気鉄道,石山坂本線,0
近江神宮前,京阪電気鉄道,石山坂本線,0
別所,京阪電気鉄道,石山坂本線,0
瓦ヶ浜,京阪電気鉄道,石山坂本線,0
中ノ庄,京阪電気鉄道,石山坂本線,0
穴太,京阪電気鉄道,石山坂本線,0
島ノ関,京阪電気鉄道,石山坂本線,0
石山寺,京阪電気鉄道,石山坂本線,0
唐橋前,京阪電気鉄道,石山坂本線,0
青砥,京成電鉄,押上線,0
京成曳舟,京成電鉄,押上線,18189
押上,京成電鉄,押上線,202596
八広,京成電鉄,押上線,10947
四ツ木,京成電鉄,押上線,14737
京成立石,京成電鉄,押上線,37223
京成高砂,京成電鉄,金町線,0
京成金町,京成電鉄,金町線,24877
柴又,京成電鉄,金町線,9148
千葉中央,京成電鉄,千原線,0
千葉寺,京成電鉄,千原線,4713
大森台,京成電鉄,千原線,2750
ちはら台,京成電鉄,千原線,5429
学園前,京成電鉄,千原線,4850
おゆみ野,京成電鉄,千原線,4664
京成津田沼,京成電鉄,千葉線,0
新千葉,京成電鉄,千葉線,1727
みどり台,京成電鉄,千葉線,7069
京成稲毛,京成電鉄,千葉線,6769
京成千葉,京成電鉄,千葉線,27470
検見川,京成電鉄,千葉線,3899
千葉中央,京成電鉄,千葉線,16953
西登戸,京成電鉄,千葉線,2504
京成幕張,京成電鉄,千葉線,7981
京成幕張本郷,京成電鉄,千葉線,15207
京成成田,京成電鉄,東成田線,0
東成田,京成電鉄,東成田線,1751
成田空港,京成電鉄,本線,22666
空港第2ビル,京成電鉄,本線,22944
京成大和田,京成電鉄,本線,12360
志津,京成電鉄,本線,16272
京成西船,京成電鉄,本線,9964
京成佐倉,京成電鉄,本線,19020
大神宮下,京成電鉄,本線,4537
京成八幡,京成電鉄,本線,33275
京成大久保,京成電鉄,本線,33463
実籾,京成電鉄,本線,23768
谷津,京成電鉄,本線,10861
ユーカリが丘,京成電鉄,本線,21606
京成成田,京成電鉄,本線,35489
京成津田沼,京成電鉄,本線,57452
船橋競馬場,京成電鉄,本線,19847
勝田台,京成電鉄,本線,54748
宗吾参道,京成電鉄,本線,2711
公津の杜,京成電鉄,本線,10724
海神,京成電鉄,本線,4974
東中山,京成電鉄,本線,6836
鬼越,京成電鉄,本線,5067
八千代台,京成電鉄,本線,46387
京成中山,京成電鉄,本線,3747
京成臼井,京成電鉄,本線,21077
大佐倉,京成電鉄,本線,405
京成船橋,京成電鉄,本線,93420
京成酒々井,京成電鉄,本線,6641
京成関屋,京成電鉄,本線,24942
堀切菖蒲園,京成電鉄,本線,20944
菅野,京成電鉄,本線,4150
千住大橋,京成電鉄,本線,14496
京成上野,京成電鉄,本線,44814
江戸川,京成電鉄,本線,5348
日暮里,京成電鉄,本線,98125
青砥,京成電鉄,本線,47719
新三河島,京成電鉄,本線,5468
国府台,京成電鉄,本線,11938
町屋,京成電鉄,本線,20197
京成小岩,京成電鉄,本線,17369
京成高砂,京成電鉄,本線,98982
市川真間,京成電鉄,本線,7297
お花茶屋,京成電鉄,本線,31679
今出川,京都市,烏丸線,26325
烏丸御池,京都市,烏丸線,100033
鞍馬口,京都市,烏丸線,9494
九条,京都市,烏丸線,4349
北山,京都市,烏丸線,13705
国際会館,京都市,烏丸線,25254
四条,京都市,烏丸線,94111
京都,京都市,烏丸線,117205
松ヶ崎,京都市,烏丸線,11727
五条,京都市,烏丸線,12461
丸太町,京都市,烏丸線,20873
北大路,京都市,烏丸線,0
北大路,京都市,烏丸線,29217
竹田,京都市,烏丸線,29191
十条,京都市,烏丸線,6266
くいな橋,京都市,烏丸線,5438
山科,京都市,東西線,41514
東野,京都市,東西線,10680
蹴上,京都市,東西線,9895
二条城前,京都市,東西線,8474
京都市役所前,京都市,東西線,24912
御陵,京都市,東西線,13684
二条,京都市,東西線,17947
東山,京都市,東西線,16913
烏丸御池,京都市,東西線,0
烏丸御池,京都市,東西線,0
三条京阪,京都市,東西線,24373
小野,京都市,東西線,6739
六地蔵,京都市,東西線,12658
椥辻,京都市,東西線,15066
石田,京都市,東西線,6395
醍醐,京都市,東西線,12259
三崎口,京浜急行電鉄,久里浜線,18296
北久里浜,京浜急行電鉄,久里浜線,27581
ＹＲＰ野比,京浜急行電鉄,久里浜線,18609
新大津,京浜急行電鉄,久里浜線,6835
津久井浜,京浜急行電鉄,久里浜線,6497
京急長沢,京浜急行電鉄,久里浜線,7331
三浦海岸,京浜急行電鉄,久里浜線,11701
堀ノ内,京浜急行電鉄,久里浜線,0
京急久里浜,京浜急行電鉄,久里浜線,43608
京急蒲田,京浜急行電鉄,空港線,0
穴守稲荷,京浜急行電鉄,空港線,16823
糀谷,京浜急行電鉄,空港線,24909
大鳥居,京浜急行電鉄,空港線,29266
天空橋,京浜急行電鉄,空港線,18426
羽田空港国内線ターミナル,京浜急行電鉄,空港線,83431
新逗子,京浜急行電鉄,逗子線,24518
神武寺,京浜急行電鉄,逗子線,6830
六浦,京浜急行電鉄,逗子線,16235
金沢八景,京浜急行電鉄,逗子線,0
京急川崎,京浜急行電鉄,大師線,0
鈴木町,京浜急行電鉄,大師線,9385
小島新田,京浜急行電鉄,大師線,21717
東門前,京浜急行電鉄,大師線,12506
港町,京浜急行電鉄,大師線,6431
産業道路,京浜急行電鉄,大師線,9187
川崎大師,京浜急行電鉄,大師線,16898
大森海岸,京浜急行電鉄,本線,14391
立会川,京浜急行電鉄,本線,17871
青物横丁,京浜急行電鉄,本線,40067
北品川,京浜急行電鉄,本線,9264
品川,京浜急行電鉄,本線,272500
新馬場,京浜急行電鉄,本線,15704
鮫洲,京浜急行電鉄,本線,10306
泉岳寺,京浜急行電鉄,本線,0
堀ノ内,京浜急行電鉄,本線,12508
金沢八景,京浜急行電鉄,本線,57353
京急川崎,京浜急行電鉄,本線,122931
京急蒲田,京浜急行電鉄,本線,53397
京急蒲田,京浜急行電鉄,本線,0
安針塚,京浜急行電鉄,本線,4874
京急鶴見,京浜急行電鉄,本線,31068
杉田,京浜急行電鉄,本線,34648
南太田,京浜急行電鉄,本線,17237
汐入,京浜急行電鉄,本線,22127
逸見,京浜急行電鉄,本線,5235
大森町,京浜急行電鉄,本線,20039
京急新子安,京浜急行電鉄,本線,8371
八丁畷,京浜急行電鉄,本線,14446
追浜,京浜急行電鉄,本線,41160
雑色,京浜急行電鉄,本線,30311
生麦,京浜急行電鉄,本線,28313
弘明寺,京浜急行電鉄,本線,29935
花月園前,京浜急行電鉄,本線,6342
横須賀中央,京浜急行電鉄,本線,67278
能見台,京浜急行電鉄,本線,31598
上大岡,京浜急行電鉄,本線,143299
金沢文庫,京浜急行電鉄,本線,69870
馬堀海岸,京浜急行電鉄,本線,9729
神奈川,京浜急行電鉄,本線,4741
浦賀,京浜急行電鉄,本線,21750
黄金町,京浜急行電鉄,本線,22035
戸部,京浜急行電鉄,本線,15612
井土ヶ谷,京浜急行電鉄,本線,28257
仲木戸,京浜急行電鉄,本線,21904
屏風浦,京浜急行電鉄,本線,17764
鶴見市場,京浜急行電鉄,本線,19779
横浜,京浜急行電鉄,本線,316478
京急富岡,京浜急行電鉄,本線,23432
子安,京浜急行電鉄,本線,7686
県立大学,京浜急行電鉄,本線,12475
京急田浦,京浜急行電鉄,本線,13180
神奈川新町,京浜急行電鉄,本線,18310
京急大津,京浜急行電鉄,本線,5109
梅屋敷,京浜急行電鉄,本線,15188
六郷土手,京浜急行電鉄,本線,15221
日ノ出町,京浜急行電鉄,本線,27629
平和島,京浜急行電鉄,本線,46493
ケーブル比叡,京福電気鉄道,鋼索線,629
ケーブル八瀬,京福電気鉄道,鋼索線,629
妙心寺,京福電気鉄道,北野線,454
北野白梅町,京福電気鉄道,北野線,2895
龍安寺,京福電気鉄道,北野線,920
常盤,京福電気鉄道,北野線,1366
等持院,京福電気鉄道,北野線,530
宇多野,京福電気鉄道,北野線,443
鳴滝,京福電気鉄道,北野線,743
御室仁和寺,京福電気鉄道,北野線,562
帷子ノ辻,京福電気鉄道,北野線,0
鹿王院,京福電気鉄道,嵐山本線,991
西院,京福電気鉄道,嵐山本線,3582
西大路三条,京福電気鉄道,嵐山本線,639
四条大宮,京福電気鉄道,嵐山本線,5532
蚕ノ社,京福電気鉄道,嵐山本線,547
嵐電嵯峨,京福電気鉄道,嵐山本線,1417
車折神社,京福電気鉄道,嵐山本線,1595
嵐山,京福電気鉄道,嵐山本線,3735
山ノ内,京福電気鉄道,嵐山本線,731
太秦広隆寺,京福電気鉄道,嵐山本線,1478
有栖川,京福電気鉄道,嵐山本線,1380
帷子ノ辻,京福電気鉄道,嵐山本線,3017
南桑,錦川鉄道,錦川清流線,0
河山,錦川鉄道,錦川清流線,0
柳瀬,錦川鉄道,錦川清流線,0
根笠,錦川鉄道,錦川清流線,0
錦町,錦川鉄道,錦川清流線,0
川西,錦川鉄道,錦川清流線,0
椋野,錦川鉄道,錦川清流線,0
南河内,錦川鉄道,錦川清流線,0
行波,錦川鉄道,錦川清流線,0
守内かさ神,錦川鉄道,錦川清流線,0
北河内,錦川鉄道,錦川清流線,0
清流新岩国,錦川鉄道,錦川清流線,0
大和西大寺,近畿日本鉄道,橿原線,0
尼ヶ辻,近畿日本鉄道,橿原線,5588
西ノ京,近畿日本鉄道,橿原線,7288
九条,近畿日本鉄道,橿原線,4937
平端,近畿日本鉄道,橿原線,4237
石見,近畿日本鉄道,橿原線,2136
田原本,近畿日本鉄道,橿原線,13173
笠縫,近畿日本鉄道,橿原線,2615
近鉄郡山,近畿日本鉄道,橿原線,18377
